-34.12397468,-33.45732432,-33.58342877,-33.64990843,-33.35279689,-33.40260079,-34.64825920,-34.67380423,-34.23890091,-34.50737280,-35.08439470,-33.97572844,-31.86470055,5.00000000
-39.08242177,-40.23114332,-39.09181329,-37.99494424,-36.07814455,-34.54408807,-33.47259733,-32.79918471,-32.40928867,-32.29446467,-32.57829909,-32.98213712,-31.82653727,5.00000000
-34.07215189,-33.85102582,-35.33258033,-35.38080074,-34.54006359,-34.05773751,-34.19053097,-35.06283607,-34.30644780,-34.15065684,-35.95581444,-35.62511404,-34.74652531,5.00000000
-43.53663514,-43.53663514,-43.53663514,-43.53663514,-43.53663514,-43.53663514,-43.53663514,-43.53663514,-43.53663514,-43.53663514,-43.53663514,-43.53663514,-40.68264958,5.00000000
-42.21968560,-42.21968560,-42.21968560,-42.21968560,-42.21968560,-42.21968560,-42.21968560,-42.21968560,-42.21968560,-42.21968560,-42.21968560,-42.21968560,-42.21968560,5.00000000
-36.37358147,-35.95729098,-35.19174927,-34.93102031,-34.45909144,-33.24196694,-32.40349633,-30.47341658,-29.21783996,-27.87883784,-28.69526112,-29.94695489,-28.86155191,5.00000000
-40.22926883,-37.88132783,-33.58771881,-32.04976385,-32.46585117,-31.42617002,-31.66693241,-32.30731392,-30.95012045,-31.11652463,-31.63497460,-32.36353635,-31.66782788,5.00000000
-41.39987946,-41.28349542,-41.48004121,-41.85063716,-41.31866349,-37.52304994,-33.40543396,-31.05450835,-32.22714054,-32.78034382,-31.90957943,-31.08227646,-31.28295010,5.00000000
-30.59223370,-31.41053848,-33.31413641,-32.99652767,-34.12621143,-34.59240001,-33.29291145,-28.55672868,-28.42099048,-29.06609752,-33.13827178,-33.00518755,-32.07474581,5.00000000
-42.19950313,-42.19950313,-42.19950313,-42.19950313,-42.19950313,-42.19950313,-42.19950313,-42.19950313,-42.19950313,-42.19950313,-42.19950313,-42.19950313,-42.19950313,5.00000000
