-42.43366077,-42.82956602,-41.84639898,-36.08208275,-34.39918909,-35.59096112,-34.58374238,-31.45090073,-30.52912598,-31.58369225,-33.03409639,-34.23819836,-33.04146001,2.00000000
-31.15305325,-32.95067265,-35.04648909,-35.25332564,-35.23945964,-34.00168755,-33.86865653,-34.62946813,-34.82260436,-35.04658113,-33.56561110,-34.15114561,-34.96249241,2.00000000
-39.18006891,-41.67907442,-43.94542824,-43.63541236,-41.72570374,-38.10351627,-36.74971642,-35.90172554,-34.41957103,-34.25945456,-34.72226844,-35.76287186,-33.77278177,2.00000000
-44.21465286,-44.64219523,-44.24517786,-42.43190959,-38.74454016,-36.52187021,-37.51193891,-39.03936151,-39.34921494,-38.52045123,-35.67911211,-36.41632862,-38.20614125,2.00000000
-40.46031971,-41.99619822,-41.51209493,-39.33783627,-38.75870654,-37.60348584,-35.90810145,-34.99563199,-31.31342235,-29.87383315,-31.54545724,-32.92753901,-33.07221485,2.00000000
-38.71979278,-37.50539838,-33.37242410,-30.60066429,-30.56017520,-31.59676547,-31.58515044,-30.70639989,-30.23074701,-29.44098363,-29.54387582,-30.17767771,-30.46303318,2.00000000
-25.65127543,-27.21372187,-29.49963473,-28.33055510,-29.32011591,-28.65229992,-27.66252997,-27.14794331,-28.60852197,-26.49189085,-17.99402151,-13.40380689,-15.29610315,2.00000000
-44.62121305,-44.62121305,-44.62121305,-44.62121305,-44.62121305,-44.62121305,-44.62121305,-44.62121305,-44.62121305,-44.62121305,-44.62121305,-44.62121305,-44.62121305,2.00000000
-42.71220188,-42.71220188,-42.71220188,-42.71220188,-42.71220188,-42.71220188,-42.71220188,-42.71220188,-42.71220188,-42.71220188,-42.71220188,-42.71220188,-42.71220188,2.00000000
-22.05434499,-20.80528394,-20.96615736,-23.68814971,-24.67558004,-23.02722281,-23.10990777,-24.67491805,-23.90354918,-23.63655818,-23.75506622,-22.12243091,-18.72049880,2.00000000
